Row ID,event_date ,user id,traffic_source,device type,product category,page_view,add_to_cart,checkout,purchase,order_value(INR)
1222,28/01/2025,7436,Email,Desktop,,1,0,0,0,0
1223,14/06/2025,8915,Paid Ads,Tablet,Sports,1,0,0,1,
1224,13/02/2025,8395,Social,Tablet,,1,1,0,0,1999
1225,30/01/2025,8374,Paid Ads,,,1,0,,,799
1226,18/03/2025,8318,Paid Ads,,Beauty,1,0,1,1,1299
1227,30/03/2025,6214,,Tablet,Sports,1,0,0,0,0
1228,13/04/2025,6481,Referral,Desktop,Electronics,1,0,0,0,1299
1229,24/04/2025,7088,Referral,Desktop,Fashion,1,1,,0,3499
1230,01/01/2025,5399,Social,Mobile,Beauty,1,0,0,0,2499
1231,08/11/2024,8148,Social,,Beauty,1,0,,0,3499
1232,01/10/2024,6296,Paid Ads,Tablet,Fashion,1,0,0,0,799
1233,08/06/2025,8607,Paid Ads,,Home & Kitchen,1,0,1,0,799
1234,14/01/2025,7639,Organic,Desktop,Home & Kitchen,1,1,0,0,1999
1235,28/04/2025,6622,Paid Ads,Mobile,,1,0,0,0,1299
1236,03/11/2024,7778,Social,,Sports,1,1,1,0,1299
1237,08/02/2025,8513,Organic,Tablet,,1,0,0,0,1999
1238,13/12/2024,7849,Paid Ads,,Beauty,1,1,0,0,1999
1239,22/06/2025,7961,,Tablet,Sports,1,1,0,1,1299
1240,30/05/2025,6328,,Tablet,Fashion,1,0,0,1,1999
1241,09/03/2025,7060,Social,Mobile,,1,,0,0,2499
1242,30/06/2025,7781,Email,Mobile,,1,0,1,0,2499
1243,29/06/2025,7460,Organic,Tablet,Sports,0,1,1,,
1244,03/11/2024,8452,Referral,Desktop,Home & Kitchen,0,1,1,0,1999
1245,13/01/2025,6228,Referral,,Fashion,1,1,1,0,1999
1246,14/10/2024,6812,Organic,Mobile,Beauty,1,,0,0,
1247,06/04/2025,8856,,Mobile,Electronics,1,,0,1,1299
1248,27/12/2024,5918,,Mobile,Electronics,1,0,0,0,
1249,18/10/2024,7711,Email,,,1,0,0,,3499
1250,04/10/2024,7855,Organic,Desktop,Home & Kitchen,0,,0,1,
1251,21/06/2025,5675,,,Fashion,1,0,,0,
1252,09/02/2025,8697,Organic,Mobile,,0,0,0,0,2499
1253,22/04/2025,8255,,Tablet,,,0,0,0,2499
1254,13/11/2024,8791,Email,Mobile,Fashion,1,1,0,0,0
1255,12/12/2024,7719,Email,Mobile,,1,0,0,0,2499
1256,14/04/2025,7924,Organic,Desktop,Fashion,1,0,0,0,799
1257,15/02/2025,8964,Email,Tablet,Fashion,1,1,0,1,0
1258,06/10/2024,5895,Referral,Tablet,Fashion,1,0,0,1,2499
1259,13/06/2025,8880,Social,Mobile,Electronics,1,0,0,0,0
1260,29/05/2025,7930,Email,,Beauty,0,0,1,0,0
1261,23/06/2025,7073,,Tablet,Electronics,1,0,0,1,799
1262,06/10/2024,8612,Organic,Desktop,Home & Kitchen,1,,0,,1299
1263,29/03/2025,5523,Social,Desktop,Beauty,1,0,1,0,799
1264,21/11/2024,6155,Email,Desktop,,1,0,,0,3499
1265,10/01/2025,6653,Email,,Beauty,1,0,1,1,799
1266,02/12/2024,8025,Organic,Tablet,Electronics,1,1,0,1,1999
1267,11/12/2024,5382,Email,Tablet,Sports,1,0,0,0,799
1268,28/05/2025,5425,Social,Tablet,Electronics,0,0,1,0,3499
1269,25/04/2025,8060,Organic,Tablet,Home & Kitchen,0,1,0,1,2499
1270,11/10/2024,6686,Social,Mobile,Fashion,1,1,0,1,1299
1271,02/01/2025,8107,,Desktop,,1,0,0,0,1299
1272,26/02/2025,6192,Paid Ads,,Fashion,1,1,1,,799
1273,18/11/2024,8703,Referral,Mobile,Beauty,1,0,,0,1999
1274,16/03/2025,6221,Organic,Tablet,Beauty,1,0,1,,0
1275,13/06/2025,8526,Referral,,Home & Kitchen,1,1,0,0,0
1276,19/02/2025,5471,Paid Ads,Tablet,Beauty,1,1,,0,1299
1277,14/01/2025,6991,Social,Desktop,Fashion,1,0,1,,799
1278,12/04/2025,6280,,Mobile,,1,1,1,1,799
1279,24/04/2025,8601,Paid Ads,Tablet,Electronics,0,1,,,799
1280,04/02/2025,7048,,Desktop,Sports,1,,0,0,2499
1281,01/05/2025,6159,Paid Ads,Mobile,Home & Kitchen,,0,1,,1999
1282,05/01/2025,7391,Paid Ads,Desktop,Fashion,1,1,0,0,1299
1283,01/11/2024,8263,Referral,Desktop,Electronics,1,0,,0,0
1284,21/02/2025,6742,,Mobile,Electronics,0,1,1,0,799
1285,09/04/2025,6066,Paid Ads,Desktop,Fashion,1,0,0,0,1299
1286,26/04/2025,6185,Organic,,Home & Kitchen,0,0,,1,0
1287,18/12/2024,5647,Referral,Mobile,Electronics,1,0,0,0,3499
1288,29/11/2024,6200,Social,Desktop,,0,0,,1,2499
1289,10/11/2024,5260,Referral,Mobile,Fashion,1,1,0,0,2499
1290,07/01/2025,8820,Organic,Desktop,Beauty,0,,0,0,799
1291,09/10/2024,8293,Referral,Desktop,,0,0,1,0,1299
1292,20/03/2025,5404,Paid Ads,,Beauty,1,0,0,0,799
1293,22/12/2024,7300,Referral,Tablet,Home & Kitchen,1,1,0,0,1299
1294,23/02/2025,7044,Email,,Sports,1,0,1,1,0
1295,30/05/2025,5440,Social,Mobile,Sports,1,0,1,1,3499
1296,24/10/2024,8922,Social,,Electronics,1,1,,0,1299
1297,15/06/2025,5770,Social,Mobile,Sports,0,0,,0,799
1298,25/03/2025,7863,Paid Ads,Desktop,Electronics,1,1,,1,2499
1299,29/04/2025,8496,,Desktop,Fashion,1,1,0,0,799
1300,09/11/2024,7946,,Mobile,Beauty,1,1,0,,
1301,28/11/2024,6145,,Tablet,Home & Kitchen,1,0,0,0,799
1302,18/03/2025,5284,,Mobile,Beauty,1,1,,0,0
1303,29/05/2025,6180,,Mobile,Fashion,1,1,0,0,
1304,13/01/2025,6168,Organic,Tablet,Electronics,0,0,0,0,799
1305,11/06/2025,5040,Social,Desktop,Beauty,0,1,0,,1299
1306,18/02/2025,7562,Referral,Mobile,,1,0,1,1,2499
1307,17/06/2025,6646,Paid Ads,Tablet,Electronics,,0,1,0,0
1308,09/10/2024,5237,Organic,Desktop,,1,1,1,0,3499
1309,22/05/2025,6175,Social,Tablet,Electronics,0,1,0,1,
1310,01/01/2025,5264,Referral,Tablet,Sports,1,0,1,0,1999
1311,16/05/2025,6346,Organic,,Home & Kitchen,,,0,0,
1312,18/12/2024,5171,Organic,Tablet,,0,0,1,,1299
1313,17/11/2024,6786,Referral,Mobile,Fashion,1,0,0,0,1299
1314,17/05/2025,5842,Referral,Mobile,Electronics,1,,0,1,799
1315,22/12/2024,6840,Email,,Electronics,1,0,0,0,3499
1316,02/04/2025,6503,,Desktop,Electronics,1,0,0,0,1299
1317,19/10/2024,8822,Referral,,Beauty,0,,0,0,0
1318,12/05/2025,6318,Email,Mobile,,1,0,1,0,2499
1319,22/05/2025,5759,Referral,Tablet,Beauty,0,0,0,0,
1320,26/01/2025,7913,Social,Mobile,,1,1,0,0,0
1321,23/11/2024,7383,Social,Desktop,Sports,1,0,1,0,0
1322,02/05/2025,7928,Paid Ads,Mobile,Electronics,1,0,0,0,2499
1323,21/12/2024,5567,Email,Mobile,Electronics,0,0,0,0,
1324,23/01/2025,5904,Organic,Mobile,Electronics,1,0,,0,1299
1325,27/03/2025,5125,Social,Mobile,Sports,0,0,1,0,1999
1326,12/04/2025,8312,Referral,,Home & Kitchen,1,0,0,0,2499
1327,17/03/2025,5202,Social,Tablet,Sports,1,1,0,0,
1328,19/10/2024,8950,,,Fashion,1,1,0,,1299
1329,29/03/2025,5016,Social,Tablet,Sports,1,1,1,0,2499
1330,11/12/2024,6078,Organic,,Beauty,1,1,0,0,3499
1331,26/11/2024,6012,Paid Ads,Mobile,Sports,1,0,0,0,1999
1332,10/10/2024,6950,,Tablet,,1,0,0,0,1999
1333,05/10/2024,7686,Referral,Desktop,Sports,1,0,1,0,1299
1334,11/12/2024,5661,Organic,,Fashion,0,0,0,0,0
1335,04/04/2025,8959,Organic,Mobile,,1,1,0,0,2499
1336,29/05/2025,7353,Social,Mobile,Sports,1,0,0,1,1299
1337,31/10/2024,7186,Social,Desktop,Beauty,1,1,0,0,2499
1338,28/01/2025,8360,Social,Tablet,Electronics,1,1,1,1,
1339,03/06/2025,7125,Organic,Mobile,Home & Kitchen,1,1,0,0,0
1340,12/04/2025,5728,Social,Mobile,Fashion,0,0,0,0,0
1341,27/11/2024,6240,Paid Ads,Tablet,Electronics,1,1,1,1,1299
1342,01/04/2025,6994,,,,1,1,1,0,0
1343,02/10/2024,8554,Email,Tablet,Electronics,0,0,0,,0
1344,03/06/2025,5955,,Mobile,Sports,,0,0,0,
1345,22/06/2025,6908,,Tablet,Fashion,1,1,0,0,1299
1346,10/12/2024,7859,Social,Desktop,,1,0,0,0,1299
1347,30/10/2024,7454,,Mobile,Fashion,1,1,0,0,3499
1348,11/12/2024,6662,,Desktop,Sports,1,1,1,1,3499
1349,19/10/2024,8215,,Mobile,Fashion,1,1,1,0,2499
1350,19/11/2024,5248,Paid Ads,Mobile,Electronics,1,0,,0,1999
1351,16/10/2024,6783,Social,Mobile,Sports,1,1,0,,799
1352,23/01/2025,5210,Paid Ads,Desktop,Sports,0,0,0,0,3499
1353,18/10/2024,6235,Organic,Tablet,Fashion,1,0,0,,1299
1354,22/06/2025,7999,Referral,,Fashion,1,1,1,1,1999
1355,01/11/2024,6410,Social,Mobile,Beauty,1,1,,0,2499
1356,05/10/2024,7314,Social,Desktop,Home & Kitchen,1,0,0,0,
1357,23/05/2025,5177,Organic,Tablet,,1,0,1,0,1999
1358,14/05/2025,6502,Organic,Mobile,Home & Kitchen,1,,0,,0
1359,13/12/2024,6677,,Mobile,Beauty,1,1,,1,1299
1360,13/02/2025,6303,Referral,Tablet,Electronics,1,0,0,0,1299
1361,09/03/2025,5731,Referral,,Fashion,1,,1,0,799
1362,22/01/2025,6388,Referral,Mobile,,0,1,0,0,1999
1363,09/06/2025,7389,Referral,,Beauty,1,0,0,0,2499
1364,07/02/2025,7659,Paid Ads,,Beauty,1,0,,1,3499
1365,24/03/2025,8652,Paid Ads,Desktop,Home & Kitchen,1,0,0,0,2499
1366,03/03/2025,7981,Email,,,1,,0,0,
1367,17/02/2025,6965,,,Home & Kitchen,1,0,0,0,2499
1368,29/11/2024,7618,Organic,,,1,0,0,0,0
1369,30/03/2025,6013,,Tablet,,1,0,,0,2499
1370,04/03/2025,6434,Email,Mobile,Sports,0,0,0,0,2499
1371,05/01/2025,7992,,Tablet,Beauty,1,0,0,0,3499
1372,14/02/2025,5404,Organic,Mobile,,1,,1,0,2499
1373,10/06/2025,7246,Email,Desktop,Home & Kitchen,1,1,0,0,
1374,05/02/2025,6870,Paid Ads,,,0,0,1,0,
1375,12/02/2025,8284,Organic,Desktop,Home & Kitchen,1,1,0,0,799
1376,03/04/2025,6141,Social,Desktop,,1,1,1,0,3499
1377,03/05/2025,6134,Social,,Beauty,1,0,0,0,1299
1378,04/10/2024,8784,Organic,Mobile,Sports,1,1,0,1,799
1379,05/04/2025,5336,Email,,Sports,1,1,1,0,1299
1380,25/11/2024,5763,Social,,Sports,1,1,1,0,1299
1381,08/02/2025,7044,Email,,Electronics,1,1,0,0,799
1382,20/01/2025,5110,Organic,Desktop,,1,0,0,0,1999
1383,05/02/2025,8338,Paid Ads,Tablet,Electronics,1,1,0,0,2499
1384,07/03/2025,8059,Organic,Mobile,Fashion,1,0,,0,799
1385,14/06/2025,8001,Referral,,Electronics,0,1,0,1,
1386,11/03/2025,5010,Paid Ads,Desktop,,1,0,0,0,1999
1387,23/12/2024,6582,Organic,Mobile,Sports,1,0,0,0,1299
1388,16/03/2025,6225,Organic,Desktop,Beauty,1,,0,0,3499
1389,07/04/2025,6099,Paid Ads,,Fashion,0,1,1,0,2499
1390,25/11/2024,8300,Social,Mobile,Beauty,1,1,0,0,3499
1391,04/06/2025,8639,,Tablet,,0,0,1,0,1999
1392,15/12/2024,8681,Referral,Mobile,Sports,0,0,1,1,1999
1393,21/04/2025,6427,,Mobile,,1,1,1,0,0
1394,18/02/2025,8763,Email,Mobile,,1,0,0,1,1999
1395,09/06/2025,8297,Paid Ads,Tablet,Electronics,1,1,1,1,3499
1396,09/02/2025,6063,Social,,Fashion,1,0,1,0,1299
1397,22/11/2024,6874,,Tablet,Home & Kitchen,1,,,0,1299
1398,28/03/2025,8372,,Desktop,Beauty,1,1,0,0,1999
1399,05/02/2025,8525,Referral,Desktop,Beauty,1,0,0,0,1299
1400,17/12/2024,8411,Referral,Tablet,Fashion,1,0,0,0,0
1401,21/02/2025,6888,Social,Desktop,Fashion,1,,1,,2499
1402,04/05/2025,8192,Paid Ads,Desktop,Electronics,1,0,0,0,1999
1403,28/05/2025,7564,Referral,,Electronics,1,1,0,0,2499
1404,11/06/2025,8000,Paid Ads,Tablet,Sports,0,1,0,,799
1405,21/10/2024,8369,Organic,Mobile,Beauty,0,,1,1,1299
1406,07/10/2024,8550,Referral,Mobile,Beauty,1,1,0,,799
1407,25/11/2024,6603,,Mobile,Beauty,1,0,1,0,1299
1408,03/01/2025,5939,Paid Ads,Desktop,Beauty,1,0,,0,1299
1409,04/03/2025,8983,Email,Mobile,,,0,0,1,0
1410,14/02/2025,6342,,Desktop,Fashion,1,1,0,0,3499
1411,15/10/2024,6445,Referral,,,1,0,0,0,1299
1412,24/01/2025,7466,Referral,,Beauty,1,1,1,0,3499
1413,23/10/2024,5925,Organic,Tablet,Sports,1,1,0,0,
1414,15/01/2025,7051,Paid Ads,Desktop,Beauty,1,0,0,0,2499
1415,18/05/2025,7634,Organic,Tablet,,1,1,0,0,2499
1416,31/03/2025,7023,Paid Ads,Tablet,,1,0,1,0,799
1417,17/10/2024,8757,Referral,Desktop,Home & Kitchen,1,0,1,0,
1418,30/06/2025,5080,Paid Ads,Mobile,Sports,1,1,1,1,
1419,24/06/2025,7582,Organic,Tablet,Fashion,1,0,0,0,1299
1420,29/04/2025,6416,Social,,Fashion,1,,0,0,1299
1421,05/03/2025,8400,,,Electronics,0,0,0,0,1999
1422,15/04/2025,6000,Organic,Desktop,,1,0,,0,799
1423,22/05/2025,7569,Organic,Desktop,Home & Kitchen,1,1,0,,0
1424,24/03/2025,5198,Paid Ads,,Home & Kitchen,1,0,1,1,3499
1425,22/05/2025,6488,,Tablet,Beauty,1,0,1,0,799
1426,09/01/2025,7742,Referral,Desktop,Fashion,,0,0,0,799
1427,29/11/2024,6650,Email,Tablet,Beauty,1,1,0,0,2499
1428,09/03/2025,8442,Email,,,1,0,0,0,2499
1429,02/06/2025,6513,Referral,,,1,0,0,0,0
1430,14/12/2024,7870,Email,Tablet,Sports,1,0,0,0,3499
1431,17/01/2025,8649,Social,Desktop,Home & Kitchen,1,0,0,0,
1432,17/02/2025,6305,Email,Tablet,Fashion,1,0,1,0,799
1433,25/10/2024,8090,,Tablet,Beauty,1,1,0,1,3499
1434,20/12/2024,5204,Referral,Mobile,Electronics,1,1,0,1,1999
1435,30/04/2025,6625,Organic,,,0,0,0,0,1299
1436,07/02/2025,8652,Paid Ads,,Home & Kitchen,1,0,,0,2499
1437,05/10/2024,7746,Organic,Desktop,,0,0,,0,0
1438,15/06/2025,8561,Social,Tablet,Beauty,0,1,0,1,1299
1439,24/05/2025,5444,Organic,Mobile,Fashion,0,0,0,0,1299
1440,18/05/2025,6132,,,Sports,1,1,1,0,799
1441,26/05/2025,7946,Referral,Desktop,Fashion,1,0,1,0,1299
1442,25/06/2025,6115,Social,Desktop,Beauty,1,0,0,0,1299
1443,11/05/2025,7470,Social,Mobile,Fashion,1,0,0,0,1299
1444,11/04/2025,8230,,Tablet,Fashion,0,,0,0,799
1445,07/03/2025,6792,,Mobile,Fashion,1,0,1,0,1299
1446,07/11/2024,5359,Social,Mobile,,1,0,1,,1299
1447,04/05/2025,5128,Email,Mobile,Beauty,0,0,0,0,3499
1448,10/11/2024,5178,Referral,Desktop,Home & Kitchen,1,1,0,0,
1449,01/02/2025,7603,Organic,Tablet,Home & Kitchen,1,,1,0,3499
1450,18/10/2024,8716,Organic,Tablet,Beauty,1,1,0,1,2499
1451,21/03/2025,8548,,Desktop,,1,0,0,1,2499
1452,21/04/2025,5334,Social,Desktop,Sports,1,,0,0,3499
1453,29/12/2024,7530,Social,Tablet,Electronics,1,0,1,0,3499
1454,07/04/2025,8408,Paid Ads,,Sports,1,0,0,1,3499
1455,19/03/2025,7373,Referral,,,1,0,0,0,
1456,25/11/2024,8418,Social,Tablet,Electronics,1,,0,0,1299
1457,01/05/2025,6916,Referral,Tablet,,1,0,0,1,3499
1458,21/04/2025,5761,Email,Tablet,Home & Kitchen,1,0,1,1,799
1459,09/06/2025,6026,Paid Ads,Desktop,Home & Kitchen,1,0,0,0,1999
1460,10/05/2025,6398,Referral,Desktop,,0,1,0,0,1299
1461,02/11/2024,7634,Email,,Electronics,1,1,1,1,0
1462,09/02/2025,8091,Paid Ads,Tablet,Electronics,,0,0,,1999
1463,15/10/2024,7990,Email,Tablet,Sports,1,0,1,0,
1464,09/06/2025,5269,Email,,Electronics,1,0,0,1,799
1465,27/06/2025,5601,Organic,Mobile,Electronics,1,0,0,0,1299
1466,03/11/2024,8649,Email,,Home & Kitchen,0,0,0,0,3499
1467,21/05/2025,8337,Referral,Desktop,Fashion,1,0,,0,799
1468,09/06/2025,8613,Referral,Mobile,Beauty,1,,0,0,2499
1469,22/06/2025,5124,Paid Ads,Mobile,,1,0,1,0,1299
1470,03/01/2025,7225,Social,,Electronics,1,1,0,0,
1471,30/04/2025,8566,Paid Ads,Mobile,Home & Kitchen,1,0,0,0,0
1472,14/02/2025,7145,Social,Mobile,,1,1,1,0,3499
1473,09/12/2024,8040,Email,Desktop,Home & Kitchen,1,0,,0,1299
1474,04/06/2025,7029,Email,Mobile,,1,0,0,0,1999
1475,27/05/2025,5286,Organic,Mobile,Fashion,1,0,0,1,0
1476,17/04/2025,6635,Social,Desktop,Fashion,1,1,0,,3499
1477,25/02/2025,7007,Paid Ads,Desktop,Sports,1,0,0,0,3499
1478,31/10/2024,5228,Paid Ads,Desktop,Fashion,1,0,0,0,0
1479,29/03/2025,8104,Referral,,,1,,0,0,3499
1480,10/03/2025,6977,Social,,Electronics,1,0,0,1,799
1481,28/03/2025,8512,Organic,Desktop,,1,1,,0,1299
1482,07/02/2025,5020,Paid Ads,,Fashion,0,0,0,1,0
1483,06/03/2025,7989,Referral,Desktop,Fashion,,0,1,,3499
1484,26/10/2024,8940,Social,Mobile,Electronics,1,1,0,0,1999
1485,12/05/2025,8566,,,Sports,1,0,1,0,
1486,21/12/2024,5804,,Desktop,Beauty,,0,1,0,1999
1487,07/06/2025,7439,Social,Desktop,Electronics,1,0,0,0,2499
1488,06/06/2025,5252,Social,Mobile,Home & Kitchen,1,1,0,0,1299
1489,28/06/2025,8792,,Desktop,,1,1,,0,799
1490,17/01/2025,5312,Referral,,Beauty,1,0,0,0,
1491,03/06/2025,6676,Social,Mobile,,1,,1,0,0
1492,01/03/2025,5787,Social,Desktop,Fashion,1,0,0,1,
1493,17/02/2025,6152,Paid Ads,,Electronics,0,,0,0,3499
1494,23/11/2024,8010,Organic,Desktop,Home & Kitchen,1,1,,0,799
1495,17/04/2025,6997,Social,Tablet,Electronics,1,1,0,1,2499
1496,22/04/2025,6218,Referral,,,0,0,1,0,1999
1497,21/03/2025,7843,Email,,,1,1,,1,
1498,09/04/2025,7939,Referral,Mobile,,1,0,0,0,1999
1499,14/10/2024,6506,Organic,Desktop,Beauty,1,0,0,0,1999
1500,07/01/2025,8190,Social,Tablet,Fashion,1,0,0,0,
1501,01/06/2025,7099,Email,Desktop,,1,0,0,0,2499
1502,17/06/2025,8081,Email,,Fashion,1,,0,,1999
1503,28/11/2024,7579,Referral,Mobile,,1,0,0,0,1999
1504,20/11/2024,7486,Referral,Desktop,,,,1,0,799
1505,04/12/2024,6741,Paid Ads,Mobile,,1,0,,0,1299
1506,20/06/2025,7728,Email,Tablet,Electronics,1,0,0,0,
1507,16/03/2025,5518,Email,Tablet,Fashion,1,0,0,0,2499
1508,26/11/2024,5688,,Mobile,,1,0,1,0,1999
1509,28/03/2025,7500,Organic,Mobile,Electronics,1,0,0,0,0
1510,27/05/2025,7559,Organic,Tablet,Beauty,1,0,0,0,799
1511,08/06/2025,8177,Email,Tablet,Electronics,0,1,0,,1299
1512,31/01/2025,5801,Referral,,Home & Kitchen,1,0,,0,2499
1513,21/04/2025,6101,,Mobile,Home & Kitchen,1,0,1,0,2499
1514,11/10/2024,7329,,Mobile,,1,0,0,,799
1515,17/01/2025,8321,Email,Mobile,,1,0,0,0,0
1516,26/06/2025,5593,Email,,,1,0,0,0,799
1517,30/06/2025,7993,Email,Mobile,Sports,1,0,0,0,1999
1518,09/04/2025,6682,Referral,Desktop,,1,0,0,0,1999
1519,22/05/2025,6283,,Tablet,,1,,0,0,3499
1520,23/10/2024,6116,Email,Mobile,,1,0,0,1,1299
1521,14/04/2025,6459,Email,Tablet,,1,0,0,0,3499
1522,30/11/2024,8542,Referral,Mobile,Home & Kitchen,1,0,1,0,3499
1523,21/02/2025,7180,Social,Desktop,,1,0,0,0,0
1524,15/10/2024,7057,Social,Desktop,,1,0,1,1,2499
1525,31/01/2025,5474,Email,Tablet,Electronics,1,0,0,,0
1526,17/12/2024,6325,Organic,Mobile,,1,0,,0,0
1527,16/04/2025,8572,Email,Tablet,Sports,0,0,0,0,1299
1528,21/01/2025,6832,Social,Mobile,Home & Kitchen,1,1,0,0,0
1529,31/05/2025,7213,Organic,Mobile,Fashion,1,1,0,0,799
1530,02/05/2025,7864,Social,Mobile,,1,,0,1,
1531,21/04/2025,7941,Email,Desktop,Home & Kitchen,1,0,1,1,3499
1532,27/12/2024,7837,,Desktop,Beauty,,0,0,0,0
1533,24/11/2024,8022,Organic,Desktop,,1,0,1,1,799
1534,13/01/2025,8503,,Mobile,,,0,0,0,
1535,03/04/2025,8711,Email,,Fashion,,0,1,1,
1536,07/10/2024,5159,Email,,Fashion,1,1,0,,3499
1537,27/04/2025,5853,Social,,,1,0,0,1,
1538,14/06/2025,5973,Referral,Desktop,Home & Kitchen,,1,1,0,799
1539,08/02/2025,7424,,,Fashion,1,,1,0,0
1540,30/11/2024,5727,,,,1,1,1,1,3499
1541,05/11/2024,8732,Referral,Tablet,Electronics,1,0,1,0,799
1542,28/05/2025,6862,Paid Ads,Desktop,Beauty,1,0,1,0,0
1543,27/11/2024,6761,,,Electronics,1,0,1,0,1999
1544,11/10/2024,8182,Paid Ads,Desktop,,1,1,1,0,0
1545,21/01/2025,5709,Social,Tablet,Sports,1,0,0,0,0
1546,26/06/2025,8113,Referral,,Home & Kitchen,1,1,0,0,2499
1547,13/01/2025,5015,Email,Desktop,Electronics,1,1,,0,799
1548,09/01/2025,8037,Paid Ads,Desktop,,1,0,0,0,0
1549,23/11/2024,6383,Referral,Mobile,Home & Kitchen,1,0,0,0,1999
1550,01/12/2024,5401,Paid Ads,Tablet,,1,1,,0,3499
1551,07/06/2025,7031,,Tablet,Beauty,1,0,0,0,0
1552,15/05/2025,8475,Email,Desktop,,1,1,0,1,2499
1553,01/03/2025,7041,Referral,Tablet,Home & Kitchen,0,0,0,,0
1554,23/11/2024,5985,Referral,Tablet,Beauty,1,0,0,0,1999
1555,30/12/2024,5579,Organic,Tablet,Beauty,0,0,0,0,1299
1556,25/11/2024,7961,Email,Mobile,Home & Kitchen,1,0,0,0,1299
1557,20/06/2025,7623,Email,Mobile,Electronics,1,0,0,0,
1558,10/02/2025,8359,Social,Mobile,Electronics,1,,0,0,1299
1559,25/11/2024,5657,Email,,Electronics,1,0,0,1,1999
1560,03/01/2025,6262,Paid Ads,,Fashion,1,0,0,0,1999
1561,31/01/2025,5332,Paid Ads,Desktop,Home & Kitchen,1,0,,,0
1562,18/02/2025,8743,Paid Ads,,Home & Kitchen,1,1,1,1,2499
1563,27/04/2025,7404,Email,Mobile,Fashion,0,0,1,0,1299
1564,10/05/2025,7573,Email,Mobile,Home & Kitchen,1,0,1,0,1999
1565,15/03/2025,5153,Paid Ads,Tablet,,1,0,0,0,2499
1566,19/06/2025,5036,Email,Mobile,Beauty,1,1,0,0,799
1567,16/06/2025,8012,Referral,,Home & Kitchen,1,0,0,0,3499
1568,13/01/2025,6277,,Desktop,,1,1,0,1,
1569,02/01/2025,6736,Referral,,Beauty,1,1,0,0,1999
1570,19/03/2025,5714,Referral,,Electronics,1,0,0,0,799
1571,29/03/2025,5966,Email,Desktop,,,0,0,0,3499
1572,09/12/2024,7363,Referral,Mobile,Home & Kitchen,1,0,0,1,1299
1573,28/02/2025,8615,Email,,Fashion,,1,1,0,
1574,19/06/2025,5910,Email,Desktop,Beauty,1,1,0,0,3499
1575,30/05/2025,7787,Referral,Desktop,Beauty,0,,0,1,2499
1576,30/01/2025,5768,,Tablet,Home & Kitchen,0,0,0,1,2499
1577,17/06/2025,8407,Paid Ads,Mobile,,0,1,0,0,2499
1578,03/11/2024,5782,,Desktop,Home & Kitchen,,1,1,0,0
1579,07/11/2024,7949,Referral,Desktop,Fashion,1,1,0,0,
1580,17/12/2024,7385,Organic,Tablet,Home & Kitchen,1,1,,0,3499
1581,04/12/2024,5033,Email,Desktop,Electronics,1,0,1,0,2499
1582,06/03/2025,5849,Paid Ads,Tablet,,1,1,0,0,1999
1583,19/04/2025,6167,Referral,,,1,0,,0,0
1584,23/12/2024,7896,Organic,Mobile,Fashion,1,0,,1,1299
1585,04/11/2024,5888,Email,,Sports,1,1,0,0,2499
1586,10/06/2025,8030,Social,Desktop,Sports,1,1,0,0,0
1587,28/02/2025,7208,Social,,Fashion,1,1,,0,0
1588,02/01/2025,5765,,Desktop,Beauty,1,0,0,0,1299
1589,27/04/2025,6687,Referral,Tablet,Fashion,1,1,0,0,0
1590,18/10/2024,6597,Referral,Desktop,,1,0,0,0,2499
1591,25/12/2024,7070,Email,,,1,0,1,1,1299
1592,31/03/2025,8412,Referral,Mobile,Beauty,1,1,0,0,799
1593,09/06/2025,5660,Social,Desktop,Fashion,0,,0,1,1999
1594,23/12/2024,7910,Social,,Electronics,1,0,1,0,
1595,20/05/2025,7045,Organic,,Home & Kitchen,1,0,0,0,1299
1596,17/12/2024,5995,Social,Tablet,Electronics,1,0,0,0,0
1597,13/12/2024,6231,,Mobile,Fashion,1,1,0,1,3499
1598,19/02/2025,8673,Organic,Mobile,Fashion,1,1,0,0,
1599,27/06/2025,7136,Paid Ads,Desktop,Fashion,1,0,0,0,2499
1600,28/10/2024,7504,Referral,Mobile,Home & Kitchen,1,0,0,0,799
1601,03/01/2025,8670,Referral,Mobile,Beauty,1,0,,0,799
1602,24/10/2024,7357,,Mobile,Sports,1,1,0,0,0
1603,11/11/2024,7967,Paid Ads,Desktop,Beauty,1,0,1,0,2499
1604,09/03/2025,7247,Email,Tablet,Home & Kitchen,1,0,,1,3499
1605,02/04/2025,7667,Organic,Mobile,Fashion,1,,,,2499
1606,24/02/2025,8679,Referral,,,1,0,0,0,3499
1607,30/12/2024,7013,Paid Ads,Desktop,Fashion,1,1,1,0,1999
1608,18/03/2025,7587,Paid Ads,Mobile,Fashion,1,1,0,1,
1609,04/06/2025,7349,Email,,,1,1,0,1,2499
1610,04/05/2025,5755,Social,Mobile,Fashion,1,0,0,0,1999
1611,22/12/2024,7453,,Mobile,,1,1,0,0,
1612,09/05/2025,7139,,Desktop,,1,0,0,0,3499
1613,29/12/2024,6689,Paid Ads,Tablet,,1,0,0,0,1299
1614,18/10/2024,7437,,,Fashion,1,1,1,0,0
1615,23/05/2025,8530,Referral,Mobile,,1,0,,0,1999
1616,26/02/2025,5829,Social,Tablet,Sports,,,0,0,799
